Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2718,47,9,433,43,488,224,220,130,1250,Commanche,C4704,1
3372,0,1,90,0,4368,217,236,156,4085,Rawah,C8776,6
2959,12,15,170,-2,6022,203,207,139,3327,Rawah,C7745,1
2968,69,12,484,6,3333,232,217,115,5901,Rawah,C7745,0
2850,321,12,30,10,5818,188,228,179,4540,Rawah,C7700,1
3034,72,9,150,14,1380,231,222,123,1099,Commanche,C7202,1
2725,99,9,162,9,1549,235,228,125,2259,Rawah,C4744,1
3077,122,13,234,13,3318,242,229,114,3000,Rawah,C7746,0
2690,119,12,42,7,1945,241,229,117,6534,Rawah,C4744,1
3047,302,14,598,13,6553,179,233,193,3719,Rawah,C7745,1
3130,342,15,85,16,5434,188,217,167,484,Rawah,C7745,0
3155,333,8,404,-22,1050,201,229,168,841,Neota,C7700,0
3130,207,6,0,0,2462,216,246,166,433,Commanche,C7202,0
2766,120,5,270,7,1879,229,235,140,832,Rawah,C4744,1
3087,55,17,210,-14,1727,228,203,102,3137,Rawah,C7745,0
3198,135,9,85,11,2317,235,236,133,1570,Commanche,C7709,0
2937,341,16,192,46,3372,184,214,168,1719,Rawah,C7745,1
2881,48,15,134,26,3320,224,207,114,2372,Rawah,C7202,0
2640,111,8,0,0,1276,234,231,129,1120,Commanche,C4758,1
2655,145,12,30,3,2080,237,238,130,2445,Commanche,C6102,5
3151,271,11,674,108,6092,192,244,191,1573,Rawah,C7746,1
3233,61,12,30,-4,4668,230,215,117,3798,Commanche,C7201,0
3187,348,9,201,17,2070,203,225,161,3037,Rawah,C7745,0
2955,351,3,42,7,1546,214,234,158,966,Commanche,C7202,1
3046,344,15,488,120,2124,189,216,164,1454,Commanche,C7757,1
2880,90,1,0,0,3750,220,237,153,3728,Rawah,C7202,1
2995,328,7,67,4,811,203,232,168,2621,Rawah,C7745,1
2510,110,14,150,18,1683,243,224,107,685,Commanche,C2705,2
2916,0,0,0,0,4562,218,238,156,5442,Rawah,C7745,1
3115,135,21,582,77,1784,248,225,95,845,Commanche,C4758,1
2883,333,22,150,34,2474,164,206,178,1129,Commanche,C7757,1
2790,337,23,277,114,2330,163,201,173,2320,Rawah,C7745,1
2891,66,13,0,0,577,232,214,111,1651,Commanche,C7757,1
1929,172,16,90,30,108,229,246,143,787,Cache,C2704,2
3056,138,24,234,74,876,248,224,90,2884,Commanche,C7757,0
2713,111,11,420,5,1121,240,228,117,2096,Rawah,C7745,1
2938,92,27,319,-29,466,249,187,48,2062,Rawah,C7746,1
2958,14,4,503,167,1495,216,231,153,2347,Commanche,C7756,1
2972,301,7,30,2,690,201,237,176,1153,Neota,C7202,0
2967,104,9,420,68,3522,236,229,124,2106,Rawah,C7745,1
2510,12,6,30,6,1465,214,228,151,1489,Commanche,C6102,5
3008,81,10,234,20,5933,233,223,121,3565,Rawah,C7745,1
3313,343,10,180,14,4185,200,225,163,1465,Rawah,C7745,0
2868,61,11,42,3,1650,229,218,121,1187,Commanche,C7756,0
2962,128,20,42,13,3990,249,223,94,1057,Rawah,C7745,0
3319,6,17,124,51,3486,196,204,142,1682,Rawah,C8772,0
2697,45,13,212,24,1745,223,211,120,6246,Rawah,C4744,1
2597,70,25,60,29,1320,238,183,62,824,Commanche,C7700,1
2783,349,5,255,26,3097,211,232,159,5155,Rawah,C4744,1
2948,4,13,0,0,2280,202,214,148,2160,Commanche,C7202,0
3334,59,8,256,43,1717,227,223,130,3171,Neota,C8771,0
3257,340,22,457,141,3984,167,201,169,1784,Commanche,C8772,0
3211,316,18,228,34,4506,170,222,191,808,Commanche,C7756,0
3239,125,14,150,-29,2544,242,230,113,3803,Neota,C7202,0
3142,351,8,285,-35,774,206,227,159,1110,Neota,C7201,0
2241,21,37,361,190,552,170,138,81,342,Cache,C4703,2
2668,332,21,60,14,2641,166,208,179,1114,Commanche,C7700,1
2947,191,13,60,18,1134,219,250,162,417,Commanche,C7202,1
2972,298,19,466,162,1959,162,229,206,1008,Commanche,C7757,0
3215,215,8,134,11,5607,213,248,171,1065,Rawah,C7745,0
3028,42,7,283,112,1465,222,224,137,1403,Commanche,C7756,1
2811,56,2,0,0,2419,220,235,151,2584,Rawah,C7202,1
2737,21,21,201,-28,2100,202,191,119,782,Commanche,C4703,1
2721,135,17,330,10,2016,244,231,110,2624,Commanche,C2705,5
2929,204,13,120,13,5101,212,252,172,1632,Rawah,C7745,1
3188,349,7,454,46,3025,207,228,160,4227,Rawah,C7745,0
3044,45,8,134,14,4694,222,223,136,631,Rawah,C7746,0
2875,121,8,0,0,1170,235,233,130,1809,Commanche,C7202,0
2968,257,8,424,52,5474,202,245,181,3753,Rawah,C7745,1
3278,160,15,300,60,3164,234,242,135,2138,Rawah,C7745,6
3018,36,15,474,94,4325,218,205,119,2143,Rawah,C7745,1
2625,332,16,150,28,1731,181,218,176,4436,Rawah,C7745,1
3149,38,11,277,40,3345,220,216,129,2969,Rawah,C7745,0
3013,164,4,30,-9,732,224,241,152,1406,Commanche,C7202,1
2971,346,6,552,127,1328,209,231,160,2407,Commanche,C7756,1
2945,113,20,67,13,1950,250,214,83,2898,Commanche,C7202,1
3068,194,4,67,4,1570,219,243,160,553,Rawah,C7202,0
2665,16,20,95,27,876,198,193,127,1829,Rawah,C7745,1
3180,56,3,85,3,5308,222,232,146,2948,Rawah,C7202,1
2659,175,25,268,133,2278,224,244,136,953,Commanche,C2705,2
2427,331,28,335,228,720,143,193,182,1570,Cache,C4703,2
2952,110,19,90,-9,2534,249,215,87,1724,Commanche,C7201,0
3116,116,13,192,5,323,242,227,112,2103,Rawah,C7202,1
3114,329,11,134,25,5176,194,227,173,342,Rawah,C7745,0
3316,88,7,0,0,1698,231,229,131,1879,Neota,C8771,0
3113,49,5,295,7,3703,222,229,143,3805,Rawah,C7745,0
3154,314,15,30,11,4857,178,227,188,1020,Rawah,C7201,0
2868,47,12,408,72,2644,224,213,121,3282,Rawah,C4744,1
2951,52,11,297,-24,1376,226,215,122,511,Commanche,C7757,0
2943,69,15,457,119,666,234,210,103,949,Commanche,C7757,0
2406,103,16,60,12,832,245,219,99,1090,Commanche,C2705,2
2979,10,13,277,48,3047,205,213,143,930,Commanche,C7757,1
2576,0,5,0,0,752,213,231,156,2088,Rawah,C6101,1
2726,43,9,134,-9,1531,222,220,132,1095,Rawah,C7745,1
2589,227,37,201,163,1926,144,244,215,331,Commanche,C2705,2
2884,329,19,240,66,240,171,214,181,1318,Rawah,C7746,1
3203,338,29,134,86,1265,145,186,171,2763,Rawah,C7746,0
2790,283,29,330,142,1087,127,226,232,1492,Commanche,C7710,1
3236,93,15,577,82,1302,242,216,100,2308,Rawah,C8771,0
3083,290,12,42,-3,3188,187,238,191,2340,Rawah,C7202,0
2709,315,26,30,23,3174,142,208,202,6157,Rawah,C6101,0
2881,215,9,323,28,3133,211,249,173,2532,Rawah,C7745,1
3000,159,10,242,46,4397,231,242,142,2003,Rawah,C7746,1
2070,37,30,335,221,313,203,160,74,871,Cache,C2706,5
3037,137,10,170,21,3107,235,237,132,426,Rawah,C7745,1
3126,336,5,212,50,2932,209,233,162,1312,Commanche,C7756,0
2836,343,23,210,46,1802,168,199,166,1317,Commanche,C7757,0
3044,149,13,510,181,6454,237,239,129,3877,Rawah,C7746,1
2897,41,10,228,42,2843,221,219,132,2274,Rawah,C7745,1
3013,350,11,108,19,2419,200,221,160,990,Commanche,C7202,0
3168,292,3,268,29,2760,212,238,165,3666,Rawah,C7745,0
3104,26,7,150,18,3472,217,225,144,1087,Rawah,C7745,0
3029,48,6,268,49,1222,222,227,140,2089,Commanche,C7756,0
2847,349,12,30,7,4655,197,219,160,4705,Rawah,C6101,1
3231,71,15,0,0,1698,236,210,102,2708,Rawah,C7745,0
3235,344,13,323,69,646,194,219,164,1950,Neota,C7757,0
3297,165,25,42,-16,2565,232,238,121,3596,Neota,C7757,0
3175,38,11,242,33,3073,220,216,129,4331,Rawah,C7202,0
3097,298,9,85,-2,966,195,237,182,1812,Neota,C7700,1
3081,106,7,216,37,3408,232,232,132,671,Rawah,C7745,0
2990,357,18,696,121,2389,189,205,151,1654,Commanche,C7700,1
2978,21,6,376,147,5193,216,227,148,5100,Rawah,C4744,0
3470,193,3,664,192,1062,219,242,159,1203,Neota,C8776,0
3031,53,7,162,23,2512,224,225,135,1087,Rawah,C7745,0
3019,86,36,120,44,1998,245,158,0,3642,Rawah,C7745,0
3109,11,12,256,91,4906,207,214,144,2156,Rawah,C7745,0
3160,28,12,459,26,2045,215,213,133,1015,Commanche,C7755,0
2659,232,12,30,4,1932,201,251,186,1830,Commanche,C6102,2
3231,344,9,283,5,5558,203,226,162,1660,Rawah,C7201,0
3004,156,20,384,154,6131,238,238,119,4071,Rawah,C7745,1
3147,332,8,255,50,4027,201,230,168,1101,Rawah,C7745,0
3258,50,4,30,0,6396,221,231,146,175,Rawah,C7202,0
2873,327,16,30,10,2881,179,220,180,1895,Rawah,C7202,1
2124,331,20,216,121,408,170,212,179,484,Cache,C4703,2
3026,55,21,510,216,962,228,191,87,990,Commanche,C7757,1
3007,56,28,162,42,1126,226,170,61,1668,Commanche,C7757,0
2794,293,14,170,39,2324,179,236,197,914,Commanche,C7700,1
3197,306,22,319,137,3227,153,221,206,3118,Commanche,C7700,0
3005,286,20,153,32,4283,159,234,213,2264,Rawah,C7745,1
2749,286,17,30,4,2280,170,237,207,658,Commanche,C7202,0
2926,292,10,541,20,5675,191,238,187,2060,Rawah,C6101,1
3053,298,15,108,29,2914,177,234,196,601,Rawah,C7202,0
2893,359,14,408,59,933,198,213,152,1290,Commanche,C7757,1
3044,241,2,242,4,3189,214,241,164,1092,Commanche,C7756,1
3158,250,13,674,65,242,190,249,196,2598,Commanche,C7202,1
3073,9,10,67,13,485,209,219,148,1332,Rawah,C7202,1
2678,60,14,42,0,2713,230,209,108,992,Commanche,C7700,1
2965,225,7,402,49,5447,211,247,173,3776,Rawah,C7745,1
2828,41,5,339,30,900,221,228,143,457,Rawah,C7746,1
3197,37,7,0,0,2398,220,224,140,2581,Rawah,C7745,0
3284,14,9,722,23,3819,212,222,147,3802,Rawah,C7745,0
3218,205,7,162,14,5645,216,246,166,1087,Rawah,C7745,0
2764,52,14,90,15,1248,226,210,114,2375,Commanche,C7755,1
3246,254,17,741,181,6224,179,249,207,1836,Rawah,C7745,1
3322,47,16,408,-26,3333,224,203,109,1816,Commanche,C8772,6
2814,6,7,242,82,3274,211,226,152,6159,Rawah,C4744,0
3196,219,18,541,112,335,197,254,189,2072,Commanche,C7202,1
2718,27,10,30,1,1260,216,219,138,2424,Commanche,C4704,1
3321,343,12,60,12,4042,195,221,165,1482,Rawah,C7202,0
2785,211,20,240,-18,1552,199,254,184,994,Commanche,C4758,1
2935,117,14,362,100,2954,243,226,109,3252,Rawah,C7746,1
3304,2,8,782,267,3606,209,225,154,2176,Commanche,C7756,0
3038,52,14,1239,272,2836,226,209,113,1072,Commanche,C7755,1
2243,325,29,124,42,1170,136,195,192,569,Cache,C4703,2
2532,184,18,108,27,1082,222,249,154,1544,Commanche,C2705,2
3186,318,28,424,165,2673,136,203,201,2700,Commanche,C7757,0
2937,158,13,60,10,1493,233,242,137,924,Rawah,C7745,1
2604,169,10,295,59,2635,228,244,148,725,Commanche,C2703,2
2857,138,22,175,63,4572,247,226,97,4854,Rawah,C7746,1
3119,333,21,150,2,2423,166,208,178,2930,Rawah,C7201,0
3062,37,25,256,46,3221,210,177,90,1683,Commanche,C7755,0
3125,298,8,234,18,1103,198,237,180,1599,Neota,C7700,1
2859,38,8,0,0,1909,220,222,137,1800,Commanche,C7202,1
2789,331,13,190,31,3072,188,223,174,3034,Rawah,C7745,0
2953,57,13,258,42,2103,228,213,116,552,Commanche,C7755,0
3148,228,15,127,7,2017,197,253,190,376,Commanche,C7756,1
2916,67,6,134,1,3972,227,228,135,5493,Rawah,C7102,1
2738,2,6,67,14,1291,211,228,154,2440,Rawah,C7745,1
3256,184,13,295,23,2106,222,248,157,1240,Rawah,C7745,1
3477,249,22,458,222,3132,168,250,216,618,Rawah,C8776,0
2716,301,21,30,15,1214,156,225,208,1368,Commanche,C7700,0
3294,2,11,150,25,1358,205,219,151,726,Rawah,C8771,0
2821,320,27,626,173,1040,142,204,197,1320,Commanche,C7710,1
3153,311,20,175,52,1207,161,221,198,2162,Rawah,C7745,0
3067,39,9,430,68,5388,221,219,133,3571,Rawah,C7745,1
3256,246,6,792,112,2161,207,245,176,2067,Commanche,C7755,0
3121,130,4,85,0,2352,226,237,146,339,Commanche,C7755,0
3135,70,13,0,0,4719,233,214,111,2980,Rawah,C7745,0
3025,250,20,108,18,1358,171,250,213,2630,Commanche,C7201,0
2905,310,20,30,14,577,160,221,199,1936,Commanche,C7700,0
2839,2,9,0,0,1187,208,224,153,1441,Commanche,C7202,0
3116,161,19,1101,198,3182,236,240,127,1624,Commanche,C7757,1
2653,278,34,108,65,1506,109,222,241,1158,Commanche,C4758,5
2998,51,6,361,17,3889,223,226,138,1825,Rawah,C7745,1
3031,84,2,0,0,2743,222,235,149,2880,Rawah,C7202,0
2682,101,15,30,7,1434,243,219,101,1423,Commanche,C4703,4
2858,304,15,95,17,3062,176,231,195,2300,Rawah,C7745,1
3259,159,28,684,265,825,236,231,105,1498,Commanche,C7709,1
2387,40,20,127,41,488,217,191,101,618,Commanche,C4703,1
3014,256,19,600,-106,1846,171,248,213,1753,Commanche,C7757,1
3166,14,23,67,-16,2942,191,185,123,3990,Rawah,C7201,0
2883,32,8,551,101,2778,219,224,141,3472,Rawah,C4744,1
3282,155,10,426,59,3061,231,241,141,2940,Commanche,C7756,1
3074,30,12,150,7,1368,216,214,132,3051,Commanche,C7755,0
3129,23,19,1001,260,2773,205,196,122,2108,Commanche,C7700,1
3130,17,6,190,1,2125,215,228,150,2588,Rawah,C7745,0
3137,309,16,247,45,190,175,228,193,1082,Neota,C7201,0
2653,18,20,30,3,1355,200,193,124,598,Rawah,C7745,4
3141,288,19,319,22,3208,163,234,210,1679,Commanche,C7755,1
3015,45,2,182,38,4592,220,234,150,67,Rawah,C7745,1
3209,291,21,242,67,532,156,231,213,2053,Neota,C7745,1
3051,234,23,400,-39,2935,175,253,208,992,Commanche,C7790,1
3157,18,15,30,6,2571,207,206,133,2839,Rawah,C7202,0
3145,151,13,192,46,150,236,240,131,2486,Neota,C7756,0
2482,104,17,192,47,335,247,216,92,997,Commanche,C2703,2
3040,41,13,175,72,170,221,211,123,1477,Commanche,C7755,1
3136,181,20,210,45,3257,223,248,149,730,Commanche,C7790,1
3203,315,3,0,0,4755,211,237,164,300,Rawah,C8771,0
2962,11,16,120,17,5742,202,206,139,3650,Rawah,C7745,0
2737,149,7,153,3,2016,229,240,143,1239,Rawah,C4744,1
2936,351,7,467,10,3690,207,227,159,5847,Rawah,C7745,1
3172,98,21,417,59,994,249,205,73,1867,Rawah,C7745,0
3182,118,38,295,25,1112,252,178,0,1033,Commanche,C8772,6
3034,46,18,150,5,2379,223,199,104,4233,Rawah,C7745,0
3001,56,5,361,10,5895,223,229,141,3655,Rawah,C7745,1
2766,353,6,90,13,525,210,230,158,2778,Commanche,C7755,1
2758,69,21,0,0,1900,237,195,80,1806,Commanche,C4758,1
3008,219,9,984,115,5796,210,249,175,6024,Rawah,C7745,1
2748,149,12,90,3,1044,236,239,131,713,Commanche,C2703,2
2939,82,2,595,21,5490,221,236,151,2109,Rawah,C7101,1
2532,292,4,360,28,95,207,239,170,2010,Cache,C2717,2
2441,356,17,175,46,726,191,207,153,1572,Commanche,C7757,1
2547,238,12,0,0,1989,198,250,189,485,Commanche,C2705,5
3507,52,26,960,316,2564,223,174,70,1150,Rawah,C8776,0
2911,79,16,67,20,576,239,210,96,1661,Commanche,C7757,1
3338,122,14,124,9,785,242,229,113,3995,Neota,C7756,1
2735,206,30,162,80,2434,186,250,181,769,Commanche,C2705,1
2354,124,19,150,67,1332,248,223,95,924,Cache,C2704,2
2771,69,11,134,15,1906,231,219,119,1774,Rawah,C4744,1
3037,229,13,255,-6,5736,199,252,188,2713,Rawah,C7745,0
2811,98,21,268,56,1832,249,207,77,2783,Rawah,C7745,1
3101,90,2,108,0,4120,222,236,150,1392,Rawah,C7202,0
2994,269,11,450,17,1449,191,244,192,1471,Commanche,C7756,1
3287,193,4,30,0,1538,219,243,160,3362,Neota,C7202,1
3017,163,11,661,107,1989,230,243,144,2301,Commanche,C7756,1
2386,247,25,42,7,1168,159,249,221,858,Cache,C4703,5
2986,158,23,272,79,1326,238,237,116,849,Rawah,C7745,1
2670,197,15,30,1,1449,215,251,167,1442,Commanche,C2705,0
3027,351,9,212,15,2442,205,226,159,1053,Commanche,C7202,0
2853,13,12,424,66,2355,208,215,142,2259,Rawah,C7745,1
2953,214,10,859,158,2706,211,250,174,1262,Commanche,C7790,1
3145,181,19,591,71,371,223,248,150,1860,Commanche,C7202,1
3339,186,19,510,133,1794,220,250,156,1485,Commanche,C7757,0
2162,70,21,85,28,1343,237,194,78,342,Cache,C2704,2
2992,262,13,212,88,2410,189,246,196,1513,Commanche,C7757,1
2708,121,7,485,100,552,232,234,135,127,Commanche,C2705,2
2693,141,20,335,-4,1410,245,230,104,636,Rawah,C7746,1
2561,56,3,541,14,1159,222,232,146,1410,Commanche,C2703,2
3038,359,13,277,18,601,199,215,152,780,Commanche,C7755,1
3011,340,6,234,27,4039,208,232,162,1426,Rawah,C7745,1
3205,296,27,400,108,330,134,220,221,900,Neota,C7201,0
3085,16,13,120,-4,2707,208,213,140,1206,Commanche,C7201,0
3211,56,3,285,16,834,222,232,146,1123,Neota,C7756,1
3149,339,8,283,-28,955,203,228,164,912,Neota,C7700,0
3176,79,6,330,75,2687,228,229,135,1725,Rawah,C7745,0
2968,90,7,0,0,4870,231,229,132,4830,Rawah,C7745,1
3119,130,16,150,21,2022,244,230,110,2259,Rawah,C7746,0
3108,54,8,150,2,2362,225,223,131,1376,Rawah,C7745,0
3285,152,20,700,71,767,240,236,117,2746,Commanche,C4758,1
2484,45,3,420,7,900,220,232,149,4014,Rawah,C6731,1
3354,297,16,258,62,3020,174,233,199,1072,Commanche,C7756,0
2826,200,19,457,130,832,209,253,172,1824,Commanche,C2705,4
3149,45,11,450,49,3354,223,217,127,3331,Rawah,C7745,0
3184,115,5,30,2,4239,229,235,140,787,Commanche,C7202,0
3363,90,5,201,90,4212,227,232,139,3962,Rawah,C8776,6
3059,40,17,366,110,638,219,200,111,2927,Commanche,C7700,1
3166,45,6,0,0,1828,222,226,139,433,Rawah,C7202,0
3438,92,17,497,145,2374,244,212,92,2382,Rawah,C8776,0
2183,16,28,216,129,690,184,169,110,421,Cache,C4703,2
2633,343,18,150,22,2045,180,210,166,2564,Commanche,C7700,5
2945,225,18,108,37,2714,193,254,193,1860,Commanche,C7757,1
3149,143,5,150,13,4506,227,239,146,1924,Rawah,C7201,0
2685,159,14,108,16,1084,234,242,135,577,Commanche,C2703,2
2598,151,12,309,-19,1765,235,240,134,1986,Commanche,C2703,2
2896,13,4,400,20,3606,215,231,152,3241,Rawah,C4744,1
3196,343,6,30,5,4302,207,230,162,1634,Rawah,C7202,0
3003,105,15,85,23,2527,244,220,100,631,Rawah,C7745,0
2779,342,11,190,12,2177,197,223,165,2721,Rawah,C7745,1
3112,183,5,379,83,1527,221,243,157,600,Commanche,C4758,1
3136,135,1,67,5,641,220,238,154,2438,Neota,C6731,0
3033,315,8,240,-1,1897,199,234,174,1889,Commanche,C7755,1
2771,166,21,30,0,1253,233,242,130,2080,Commanche,C4758,1
3200,276,6,175,16,708,203,241,178,1634,Commanche,C7755,0
3001,143,2,582,69,2037,223,238,151,2462,Commanche,C7756,1
3327,90,7,120,5,1888,231,229,132,3276,Rawah,C8771,6
2764,54,6,201,29,2501,224,227,138,6239,Rawah,C4744,1
2939,344,14,108,13,4701,192,218,164,6057,Rawah,C4744,1
3421,129,22,127,58,4101,249,221,89,3824,Commanche,C7757,6
3288,50,20,400,19,2820,225,191,92,1231,Commanche,C7700,0
2853,139,14,150,21,1857,240,235,122,2420,Rawah,C7745,1
3165,66,9,420,-9,3866,229,221,124,4403,Rawah,C7202,0
3140,288,11,162,9,3231,189,239,190,726,Rawah,C7745,1
3213,83,4,0,0,2802,225,233,143,725,Rawah,C7202,0
2646,154,9,30,-5,3384,231,241,141,2140,Commanche,C7102,1
2939,246,9,426,43,5901,201,247,184,5885,Rawah,C7745,0
2669,105,16,0,0,1549,245,219,99,1476,Commanche,C4758,1
3245,140,20,272,31,874,245,229,103,2503,Commanche,C4758,1
2799,63,15,90,17,2277,232,209,106,3314,Rawah,C7745,1
3575,258,22,376,212,3264,163,246,218,1299,Rawah,C8776,0
3084,104,10,782,30,2525,237,228,121,2170,Commanche,C7756,0
3294,13,21,85,14,2549,194,192,129,1423,Rawah,C8703,0
3038,104,9,42,2,2116,235,229,126,1411,Rawah,C7202,0
2897,36,13,446,55,2644,219,211,126,1116,Commanche,C7755,0
2724,122,12,30,3,2228,241,230,117,726,Commanche,C4704,1
2962,42,18,67,-8,1294,220,199,108,1230,Commanche,C7755,1
2494,285,13,175,31,30,183,240,196,488,Cache,C2717,2
3106,340,7,42,0,3628,205,230,163,4032,Rawah,C7745,0
2595,342,18,190,59,1425,179,209,167,1594,Commanche,C4703,2
2955,253,13,492,52,5702,189,248,197,3678,Rawah,C7745,1
2608,80,13,306,30,1110,237,215,107,633,Rawah,C7746,1
3011,285,7,30,1,3236,200,240,180,1065,Commanche,C7202,0
3014,37,5,0,0,2949,220,229,146,671,Rawah,C7101,0
3371,50,13,268,-22,2079,225,212,119,3415,Rawah,C8771,6
3138,340,8,376,36,1460,204,229,164,1087,Neota,C7700,1
2837,36,8,124,-5,1557,220,222,138,2435,Rawah,C7745,1
2950,81,15,497,5,752,239,213,101,1889,Rawah,C7745,1
2817,358,6,108,4,2462,211,229,156,2497,Rawah,C4744,1
2822,103,13,255,66,1884,241,223,109,876,Commanche,C4758,4
2822,2,7,67,-2,1507,211,227,154,2512,Rawah,C7745,1
2611,88,16,283,80,859,242,211,93,499,Rawah,C7746,1
2884,107,13,240,74,240,241,224,110,1231,Rawah,C7745,1
2848,38,8,108,8,1304,220,222,137,2389,Rawah,C7745,0
3145,265,8,60,9,1383,200,244,182,534,Commanche,C7103,0
3116,137,8,60,4,4101,232,237,137,1440,Rawah,C7201,0
2776,48,7,360,19,1825,223,225,137,2754,Rawah,C4744,1
2660,269,32,297,136,1057,123,232,239,1500,Commanche,C7710,1
3055,77,5,42,1,1254,227,230,138,1991,Rawah,C7202,1
3113,66,24,108,40,5069,235,186,69,1544,Rawah,C7745,0
2115,318,15,85,18,966,180,226,185,742,Cache,C4703,5
3031,259,19,497,69,5975,172,247,212,1712,Rawah,C7745,0
2763,33,10,323,14,2880,218,218,135,2365,Rawah,C4744,1
2790,97,30,30,15,2029,251,182,36,1556,Commanche,C4758,1
3269,34,12,750,118,2371,218,214,130,2266,Commanche,C8771,0
3135,306,11,95,13,3241,190,234,184,1518,Commanche,C7202,1
3238,38,6,659,203,2827,220,227,143,3189,Commanche,C7755,0
3002,100,17,242,22,912,246,214,91,2323,Rawah,C7745,1
3388,243,11,485,66,3771,199,249,187,2210,Commanche,C8776,6
2876,39,16,95,11,1546,219,203,115,2245,Rawah,C7745,1
2830,352,14,124,13,1142,195,216,158,524,Commanche,C7756,1
2854,63,14,180,86,1774,232,210,107,1485,Commanche,C4758,1
3183,165,12,218,92,3638,230,244,143,595,Commanche,C7757,1
3125,82,13,297,-59,1919,238,216,107,1557,Rawah,C7745,0
2968,6,15,638,189,3061,201,210,145,882,Commanche,C4703,1
2998,234,14,691,95,5894,195,252,192,3645,Rawah,C7745,1
2577,49,13,300,38,1854,225,211,117,2040,Commanche,C4704,1
3080,39,12,256,85,3937,220,213,126,5086,Rawah,C7745,0
2730,96,11,30,3,2656,238,224,115,2045,Rawah,C4744,1
2753,53,5,180,20,2588,223,229,142,5653,Rawah,C4744,1
3049,201,4,175,28,3009,218,243,161,1170,Commanche,C7756,0
2322,353,14,60,14,503,195,214,156,816,Cache,C4703,2
3232,179,19,451,147,3393,225,248,148,840,Commanche,C7757,1
3226,223,9,693,91,624,208,249,177,2828,Commanche,C7755,1
2536,206,34,170,101,150,178,247,180,722,Commanche,C2704,1
3297,50,17,313,63,1648,226,201,103,2282,Rawah,C8772,0
3177,339,4,485,24,1760,211,234,161,418,Commanche,C7202,0
3350,184,12,313,71,3794,222,248,157,1758,Commanche,C8771,0
2835,8,14,30,1,1419,202,211,144,2521,Commanche,C7700,0
3198,79,2,598,62,1018,222,234,148,2165,Commanche,C7756,0
3288,12,24,1159,271,1813,187,183,124,2188,Commanche,C7700,0
2512,104,32,60,37,607,253,180,28,1167,Cache,C2705,1
2392,89,30,319,185,1559,248,177,35,240,Cache,C4703,2
2916,62,14,474,70,1761,231,211,109,2995,Commanche,C7757,1
3004,97,6,840,78,5426,230,231,135,6008,Rawah,C7745,1
3069,288,18,551,255,1604,167,236,207,418,Commanche,C4758,1
3105,141,3,85,10,4354,225,238,149,1505,Rawah,C7201,0
2743,73,9,509,-16,787,230,223,126,2654,Rawah,C7745,1
2658,180,18,297,66,2899,224,248,150,1917,Commanche,C4704,1
3126,60,9,134,20,2819,228,221,126,3461,Rawah,C7746,0
3067,22,8,324,13,1370,215,222,144,1899,Commanche,C7756,0
3161,327,5,108,-16,942,208,234,165,983,Neota,C7201,0
2449,353,27,170,84,671,163,182,150,886,Commanche,C4703,5
2228,334,40,120,73,1345,102,156,174,1224,Cache,C4703,2
2457,286,21,60,19,1290,157,234,215,847,Cache,C4703,1
2574,37,9,210,58,1660,220,220,135,1827,Commanche,C4704,1
2959,25,10,0,0,787,215,219,139,2581,Commanche,C7202,0
2725,40,20,212,75,1168,218,193,103,2123,Rawah,C4744,1
2658,253,15,30,3,1466,185,249,201,1320,Commanche,C2705,5
3124,148,12,95,11,1832,236,239,131,3171,Commanche,C7757,0
2678,282,27,218,101,1068,135,230,229,1961,Commanche,C4758,1
3151,242,9,607,43,5808,202,248,184,1277,Rawah,C7745,1
2628,22,15,67,13,2230,209,206,130,1107,Commanche,C4703,1
3426,348,18,836,57,2462,185,209,161,1302,Commanche,C7756,0
3130,159,11,485,-44,1020,232,242,140,1130,Rawah,C7746,1
2752,108,13,67,17,1599,241,225,111,2135,Rawah,C4744,1
2972,196,16,277,56,5429,214,252,167,3228,Rawah,C7745,1
3081,29,8,190,5,2706,217,222,140,2955,Commanche,C7755,1
2936,65,10,175,26,3842,230,220,123,1683,Rawah,C4744,1
3203,156,16,212,38,1451,236,240,130,1682,Neota,C7202,0
2995,153,6,895,99,5885,228,240,146,5970,Rawah,C7745,1
2801,131,9,150,38,3373,235,235,132,3164,Rawah,C7746,1
3194,166,10,60,-10,2292,229,244,145,3956,Neota,C7202,0
3132,48,6,342,36,5634,222,227,140,920,Rawah,C7101,0
2603,121,12,234,65,908,240,230,117,3511,Rawah,C7745,1
3214,66,6,573,42,4267,227,227,135,1860,Rawah,C7745,0
2726,240,13,67,28,1110,196,250,191,2394,Rawah,C7745,1
3266,132,21,618,150,2614,248,224,93,2649,Commanche,C7757,0
3331,204,19,319,90,3426,205,254,176,466,Commanche,C7755,0
2783,358,7,268,50,1581,210,227,156,2526,Rawah,C4744,1
3137,95,24,150,-12,2854,250,196,61,3658,Rawah,C7201,0
2834,100,5,175,16,3495,229,233,138,6349,Rawah,C4744,1
3168,51,10,300,51,840,225,218,126,2084,Commanche,C7201,0
2461,332,14,30,3,830,188,222,173,644,Commanche,C6102,5
